h0 [SinglePointCrossover,BitFlipMutation] 3935
h1 [SinglePointCrossover,LoopMoveOperator] 4011
h2 [SinglePointCrossover,LocalMoveOperator] 3953
h3 [SinglePointCrossover,SegmentMutation] 4018
h4 [SinglePointCrossover,OppositeMoveOperator] 3997
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3907
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4040
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3941
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3929
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4006
h10 [MultiPointsCrossover,BitFlipMutation] 4139
h11 [MultiPointsCrossover,LoopMoveOperator] 4087
h12 [MultiPointsCrossover,LocalMoveOperator] 3998
h13 [MultiPointsCrossover,SegmentMutation] 4079
h14 [MultiPointsCrossover,OppositeMoveOperator] 3960
