h0 [SinglePointCrossover,BitFlipMutation] 4083
h1 [SinglePointCrossover,LoopMoveOperator] 4035
h2 [SinglePointCrossover,LocalMoveOperator] 3954
h3 [SinglePointCrossover,SegmentMutation] 4114
h4 [SinglePointCrossover,OppositeMoveOperator] 3906
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3927
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4042
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3943
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3922
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3946
h10 [MultiPointsCrossover,BitFlipMutation] 3997
h11 [MultiPointsCrossover,LoopMoveOperator] 3984
h12 [MultiPointsCrossover,LocalMoveOperator] 3983
h13 [MultiPointsCrossover,SegmentMutation] 3984
h14 [MultiPointsCrossover,OppositeMoveOperator] 4180
