h0 [SinglePointCrossover,BitFlipMutation] 4081
h1 [SinglePointCrossover,LoopMoveOperator] 3981
h2 [SinglePointCrossover,LocalMoveOperator] 3989
h3 [SinglePointCrossover,SegmentMutation] 3941
h4 [SinglePointCrossover,OppositeMoveOperator] 3979
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3960
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4042
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4100
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4045
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3944
h10 [MultiPointsCrossover,BitFlipMutation] 4039
h11 [MultiPointsCrossover,LoopMoveOperator] 3986
h12 [MultiPointsCrossover,LocalMoveOperator] 4124
h13 [MultiPointsCrossover,SegmentMutation] 4000
h14 [MultiPointsCrossover,OppositeMoveOperator] 3989
