h0 [SinglePointCrossover,BitFlipMutation] 1993
h1 [SinglePointCrossover,LoopMoveOperator] 1959
h2 [SinglePointCrossover,LocalMoveOperator] 1997
h3 [SinglePointCrossover,SegmentMutation] 2036
h4 [SinglePointCrossover,OppositeMoveOperator] 1922
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1970
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1927
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1986
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1980
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2003
h10 [MultiPointsCrossover,BitFlipMutation] 2023
h11 [MultiPointsCrossover,LoopMoveOperator] 1932
h12 [MultiPointsCrossover,LocalMoveOperator] 1976
h13 [MultiPointsCrossover,SegmentMutation] 2035
h14 [MultiPointsCrossover,OppositeMoveOperator] 2011
