h0 [SinglePointCrossover,BitFlipMutation] 4019
h1 [SinglePointCrossover,LoopMoveOperator] 3968
h2 [SinglePointCrossover,LocalMoveOperator] 3976
h3 [SinglePointCrossover,SegmentMutation] 3924
h4 [SinglePointCrossover,OppositeMoveOperator] 3930
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4047
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3995
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4088
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3958
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4005
h10 [MultiPointsCrossover,BitFlipMutation] 3967
h11 [MultiPointsCrossover,LoopMoveOperator] 4093
h12 [MultiPointsCrossover,LocalMoveOperator] 3969
h13 [MultiPointsCrossover,SegmentMutation] 4016
h14 [MultiPointsCrossover,OppositeMoveOperator] 4045
