h0 [SinglePointCrossover,BitFlipMutation] 4007
h1 [SinglePointCrossover,LoopMoveOperator] 4065
h2 [SinglePointCrossover,LocalMoveOperator] 4022
h3 [SinglePointCrossover,SegmentMutation] 4032
h4 [SinglePointCrossover,OppositeMoveOperator] 4070
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4070
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3920
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4018
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4052
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3934
h10 [MultiPointsCrossover,BitFlipMutation] 3926
h11 [MultiPointsCrossover,LoopMoveOperator] 4072
h12 [MultiPointsCrossover,LocalMoveOperator] 3989
h13 [MultiPointsCrossover,SegmentMutation] 4046
h14 [MultiPointsCrossover,OppositeMoveOperator] 3977
