h0 [SinglePointCrossover,BitFlipMutation] 2016
h1 [SinglePointCrossover,LoopMoveOperator] 1944
h2 [SinglePointCrossover,LocalMoveOperator] 1967
h3 [SinglePointCrossover,SegmentMutation] 1977
h4 [SinglePointCrossover,OppositeMoveOperator] 1959
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1963
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2055
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1913
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2022
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1964
h10 [MultiPointsCrossover,BitFlipMutation] 2000
h11 [MultiPointsCrossover,LoopMoveOperator] 1956
h12 [MultiPointsCrossover,LocalMoveOperator] 1976
h13 [MultiPointsCrossover,SegmentMutation] 1984
h14 [MultiPointsCrossover,OppositeMoveOperator] 2054
