h0 [SinglePointCrossover,BitFlipMutation] 3909
h1 [SinglePointCrossover,LoopMoveOperator] 3952
h2 [SinglePointCrossover,LocalMoveOperator] 3984
h3 [SinglePointCrossover,SegmentMutation] 3971
h4 [SinglePointCrossover,OppositeMoveOperator] 3987
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3992
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4005
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4064
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3979
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3897
h10 [MultiPointsCrossover,BitFlipMutation] 3989
h11 [MultiPointsCrossover,LoopMoveOperator] 3867
h12 [MultiPointsCrossover,LocalMoveOperator] 3895
h13 [MultiPointsCrossover,SegmentMutation] 3991
h14 [MultiPointsCrossover,OppositeMoveOperator] 4018
