h0 [SinglePointCrossover,BitFlipMutation] 4047
h1 [SinglePointCrossover,LoopMoveOperator] 3987
h2 [SinglePointCrossover,LocalMoveOperator] 4077
h3 [SinglePointCrossover,SegmentMutation] 4022
h4 [SinglePointCrossover,OppositeMoveOperator] 3935
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4044
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3925
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4109
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3928
h10 [MultiPointsCrossover,BitFlipMutation] 3895
h11 [MultiPointsCrossover,LoopMoveOperator] 3971
h12 [MultiPointsCrossover,LocalMoveOperator] 4049
h13 [MultiPointsCrossover,SegmentMutation] 4040
h14 [MultiPointsCrossover,OppositeMoveOperator] 3961
