h0 [SinglePointCrossover,BitFlipMutation] 4078
h1 [SinglePointCrossover,LoopMoveOperator] 4003
h2 [SinglePointCrossover,LocalMoveOperator] 3923
h3 [SinglePointCrossover,SegmentMutation] 3968
h4 [SinglePointCrossover,OppositeMoveOperator] 4033
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4002
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4030
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3950
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3854
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4046
h10 [MultiPointsCrossover,BitFlipMutation] 4026
h11 [MultiPointsCrossover,LoopMoveOperator] 4019
h12 [MultiPointsCrossover,LocalMoveOperator] 4022
h13 [MultiPointsCrossover,SegmentMutation] 4027
h14 [MultiPointsCrossover,OppositeMoveOperator] 4019
