h0 [SinglePointCrossover,BitFlipMutation] 1623
h1 [SinglePointCrossover,LoopMoveOperator] 1610
h2 [SinglePointCrossover,LocalMoveOperator] 1659
h3 [SinglePointCrossover,SegmentMutation] 1637
h4 [SinglePointCrossover,OppositeMoveOperator] 1723
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1704
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1713
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1713
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1689
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1607
h10 [MultiPointsCrossover,BitFlipMutation] 1666
h11 [MultiPointsCrossover,LoopMoveOperator] 1704
h12 [MultiPointsCrossover,LocalMoveOperator] 1629
h13 [MultiPointsCrossover,SegmentMutation] 1628
h14 [MultiPointsCrossover,OppositeMoveOperator] 1695
