h0 [SinglePointCrossover,BitFlipMutation] 4145
h1 [SinglePointCrossover,LoopMoveOperator] 3972
h2 [SinglePointCrossover,LocalMoveOperator] 4215
h3 [SinglePointCrossover,SegmentMutation] 3892
h4 [SinglePointCrossover,OppositeMoveOperator] 3925
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4137
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3938
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3905
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3977
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4027
h10 [MultiPointsCrossover,BitFlipMutation] 3967
h11 [MultiPointsCrossover,LoopMoveOperator] 4030
h12 [MultiPointsCrossover,LocalMoveOperator] 3989
h13 [MultiPointsCrossover,SegmentMutation] 3907
h14 [MultiPointsCrossover,OppositeMoveOperator] 3974
