h0 [SinglePointCrossover,BitFlipMutation] 1983
h1 [SinglePointCrossover,LoopMoveOperator] 1946
h2 [SinglePointCrossover,LocalMoveOperator] 1932
h3 [SinglePointCrossover,SegmentMutation] 2048
h4 [SinglePointCrossover,OppositeMoveOperator] 1954
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1935
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1996
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2044
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1967
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1984
h10 [MultiPointsCrossover,BitFlipMutation] 2026
h11 [MultiPointsCrossover,LoopMoveOperator] 1974
h12 [MultiPointsCrossover,LocalMoveOperator] 1973
h13 [MultiPointsCrossover,SegmentMutation] 2034
h14 [MultiPointsCrossover,OppositeMoveOperator] 1904
