h0 [SinglePointCrossover,BitFlipMutation] 2054
h1 [SinglePointCrossover,LoopMoveOperator] 1926
h2 [SinglePointCrossover,LocalMoveOperator] 1986
h3 [SinglePointCrossover,SegmentMutation] 1964
h4 [SinglePointCrossover,OppositeMoveOperator] 1960
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1993
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1990
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1992
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2026
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1968
h10 [MultiPointsCrossover,BitFlipMutation] 1987
h11 [MultiPointsCrossover,LoopMoveOperator] 1995
h12 [MultiPointsCrossover,LocalMoveOperator] 2025
h13 [MultiPointsCrossover,SegmentMutation] 1912
h14 [MultiPointsCrossover,OppositeMoveOperator] 2022
