h0 [SinglePointCrossover,BitFlipMutation] 4037
h1 [SinglePointCrossover,LoopMoveOperator] 3973
h2 [SinglePointCrossover,LocalMoveOperator] 3913
h3 [SinglePointCrossover,SegmentMutation] 4007
h4 [SinglePointCrossover,OppositeMoveOperator] 3916
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4061
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3913
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3955
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4059
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4101
h10 [MultiPointsCrossover,BitFlipMutation] 4015
h11 [MultiPointsCrossover,LoopMoveOperator] 4092
h12 [MultiPointsCrossover,LocalMoveOperator] 4091
h13 [MultiPointsCrossover,SegmentMutation] 4068
h14 [MultiPointsCrossover,OppositeMoveOperator] 3999
