h0 [SinglePointCrossover,BitFlipMutation] 4045
h1 [SinglePointCrossover,LoopMoveOperator] 3953
h2 [SinglePointCrossover,LocalMoveOperator] 3913
h3 [SinglePointCrossover,SegmentMutation] 3907
h4 [SinglePointCrossover,OppositeMoveOperator] 3953
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4082
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4036
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4034
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4071
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4079
h10 [MultiPointsCrossover,BitFlipMutation] 4048
h11 [MultiPointsCrossover,LoopMoveOperator] 3990
h12 [MultiPointsCrossover,LocalMoveOperator] 4031
h13 [MultiPointsCrossover,SegmentMutation] 3920
h14 [MultiPointsCrossover,OppositeMoveOperator] 3938
