h0 [SinglePointCrossover,BitFlipMutation] 4010
h1 [SinglePointCrossover,LoopMoveOperator] 4082
h2 [SinglePointCrossover,LocalMoveOperator] 3963
h3 [SinglePointCrossover,SegmentMutation] 4052
h4 [SinglePointCrossover,OppositeMoveOperator] 3933
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3923
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3963
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3930
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3989
h10 [MultiPointsCrossover,BitFlipMutation] 4022
h11 [MultiPointsCrossover,LoopMoveOperator] 4110
h12 [MultiPointsCrossover,LocalMoveOperator] 4068
h13 [MultiPointsCrossover,SegmentMutation] 3957
h14 [MultiPointsCrossover,OppositeMoveOperator] 3993
