h0 [SinglePointCrossover,BitFlipMutation] 1966
h1 [SinglePointCrossover,LoopMoveOperator] 1956
h2 [SinglePointCrossover,LocalMoveOperator] 1928
h3 [SinglePointCrossover,SegmentMutation] 1895
h4 [SinglePointCrossover,OppositeMoveOperator] 2042
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2005
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1997
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1971
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2019
h10 [MultiPointsCrossover,BitFlipMutation] 2017
h11 [MultiPointsCrossover,LoopMoveOperator] 2039
h12 [MultiPointsCrossover,LocalMoveOperator] 2048
h13 [MultiPointsCrossover,SegmentMutation] 1991
h14 [MultiPointsCrossover,OppositeMoveOperator] 1988
