h0 [SinglePointCrossover,BitFlipMutation] 3960
h1 [SinglePointCrossover,LoopMoveOperator] 3916
h2 [SinglePointCrossover,LocalMoveOperator] 3953
h3 [SinglePointCrossover,SegmentMutation] 3986
h4 [SinglePointCrossover,OppositeMoveOperator] 3983
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3992
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3975
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4085
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3994
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3986
h10 [MultiPointsCrossover,BitFlipMutation] 3861
h11 [MultiPointsCrossover,LoopMoveOperator] 3923
h12 [MultiPointsCrossover,LocalMoveOperator] 3922
h13 [MultiPointsCrossover,SegmentMutation] 3943
h14 [MultiPointsCrossover,OppositeMoveOperator] 3921
