h0 [SinglePointCrossover,BitFlipMutation] 4013
h1 [SinglePointCrossover,LoopMoveOperator] 3925
h2 [SinglePointCrossover,LocalMoveOperator] 4093
h3 [SinglePointCrossover,SegmentMutation] 3941
h4 [SinglePointCrossover,OppositeMoveOperator] 4062
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4030
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3979
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4027
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4034
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3966
h10 [MultiPointsCrossover,BitFlipMutation] 4040
h11 [MultiPointsCrossover,LoopMoveOperator] 3926
h12 [MultiPointsCrossover,LocalMoveOperator] 3940
h13 [MultiPointsCrossover,SegmentMutation] 3998
h14 [MultiPointsCrossover,OppositeMoveOperator] 4026
