h0 [SinglePointCrossover,BitFlipMutation] 3949
h1 [SinglePointCrossover,LoopMoveOperator] 3994
h2 [SinglePointCrossover,LocalMoveOperator] 4016
h3 [SinglePointCrossover,SegmentMutation] 4001
h4 [SinglePointCrossover,OppositeMoveOperator] 4120
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4112
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3986
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3977
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3887
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4084
h10 [MultiPointsCrossover,BitFlipMutation] 4073
h11 [MultiPointsCrossover,LoopMoveOperator] 3908
h12 [MultiPointsCrossover,LocalMoveOperator] 4066
h13 [MultiPointsCrossover,SegmentMutation] 4057
h14 [MultiPointsCrossover,OppositeMoveOperator] 3970
