h0 [SinglePointCrossover,BitFlipMutation] 4004
h1 [SinglePointCrossover,LoopMoveOperator] 4000
h2 [SinglePointCrossover,LocalMoveOperator] 3937
h3 [SinglePointCrossover,SegmentMutation] 3947
h4 [SinglePointCrossover,OppositeMoveOperator] 3870
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4044
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3988
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3886
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4002
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3887
h10 [MultiPointsCrossover,BitFlipMutation] 4076
h11 [MultiPointsCrossover,LoopMoveOperator] 3995
h12 [MultiPointsCrossover,LocalMoveOperator] 3856
h13 [MultiPointsCrossover,SegmentMutation] 4031
h14 [MultiPointsCrossover,OppositeMoveOperator] 3877
