h0 [SinglePointCrossover,BitFlipMutation] 3992
h1 [SinglePointCrossover,LoopMoveOperator] 3976
h2 [SinglePointCrossover,LocalMoveOperator] 4009
h3 [SinglePointCrossover,SegmentMutation] 4135
h4 [SinglePointCrossover,OppositeMoveOperator] 3887
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4069
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3958
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4085
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4013
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3989
h10 [MultiPointsCrossover,BitFlipMutation] 4053
h11 [MultiPointsCrossover,LoopMoveOperator] 4027
h12 [MultiPointsCrossover,LocalMoveOperator] 4020
h13 [MultiPointsCrossover,SegmentMutation] 3891
h14 [MultiPointsCrossover,OppositeMoveOperator] 3896
