h0 [SinglePointCrossover,BitFlipMutation] 2047
h1 [SinglePointCrossover,LoopMoveOperator] 1963
h2 [SinglePointCrossover,LocalMoveOperator] 2024
h3 [SinglePointCrossover,SegmentMutation] 2062
h4 [SinglePointCrossover,OppositeMoveOperator] 1942
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2004
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1979
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1997
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1930
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1903
h10 [MultiPointsCrossover,BitFlipMutation] 1998
h11 [MultiPointsCrossover,LoopMoveOperator] 1996
h12 [MultiPointsCrossover,LocalMoveOperator] 1972
h13 [MultiPointsCrossover,SegmentMutation] 1972
h14 [MultiPointsCrossover,OppositeMoveOperator] 2011
