h0 [SinglePointCrossover,BitFlipMutation] 1988
h1 [SinglePointCrossover,LoopMoveOperator] 2009
h2 [SinglePointCrossover,LocalMoveOperator] 1973
h3 [SinglePointCrossover,SegmentMutation] 2002
h4 [SinglePointCrossover,OppositeMoveOperator] 1970
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2011
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1973
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2002
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2004
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1929
h10 [MultiPointsCrossover,BitFlipMutation] 1932
h11 [MultiPointsCrossover,LoopMoveOperator] 2032
h12 [MultiPointsCrossover,LocalMoveOperator] 2036
h13 [MultiPointsCrossover,SegmentMutation] 1966
h14 [MultiPointsCrossover,OppositeMoveOperator] 1923
