h0 [SinglePointCrossover,BitFlipMutation] 4082
h1 [SinglePointCrossover,LoopMoveOperator] 4045
h2 [SinglePointCrossover,LocalMoveOperator] 3999
h3 [SinglePointCrossover,SegmentMutation] 3994
h4 [SinglePointCrossover,OppositeMoveOperator] 3981
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3935
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3933
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3944
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4017
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3974
h10 [MultiPointsCrossover,BitFlipMutation] 4027
h11 [MultiPointsCrossover,LoopMoveOperator] 4067
h12 [MultiPointsCrossover,LocalMoveOperator] 3968
h13 [MultiPointsCrossover,SegmentMutation] 4011
h14 [MultiPointsCrossover,OppositeMoveOperator] 4023
