h0 [SinglePointCrossover,BitFlipMutation] 1990
h1 [SinglePointCrossover,LoopMoveOperator] 2033
h2 [SinglePointCrossover,LocalMoveOperator] 1965
h3 [SinglePointCrossover,SegmentMutation] 1933
h4 [SinglePointCrossover,OppositeMoveOperator] 2010
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2007
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2023
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1992
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1935
h10 [MultiPointsCrossover,BitFlipMutation] 1980
h11 [MultiPointsCrossover,LoopMoveOperator] 1986
h12 [MultiPointsCrossover,LocalMoveOperator] 2045
h13 [MultiPointsCrossover,SegmentMutation] 1984
h14 [MultiPointsCrossover,OppositeMoveOperator] 1886
