h0 [SinglePointCrossover,BitFlipMutation] 3941
h1 [SinglePointCrossover,LoopMoveOperator] 3986
h2 [SinglePointCrossover,LocalMoveOperator] 4023
h3 [SinglePointCrossover,SegmentMutation] 4057
h4 [SinglePointCrossover,OppositeMoveOperator] 4090
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4092
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3962
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3962
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3986
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4071
h10 [MultiPointsCrossover,BitFlipMutation] 3922
h11 [MultiPointsCrossover,LoopMoveOperator] 3922
h12 [MultiPointsCrossover,LocalMoveOperator] 3910
h13 [MultiPointsCrossover,SegmentMutation] 4023
h14 [MultiPointsCrossover,OppositeMoveOperator] 4053
