h0 [SinglePointCrossover,BitFlipMutation] 3926
h1 [SinglePointCrossover,LoopMoveOperator] 4113
h2 [SinglePointCrossover,LocalMoveOperator] 3944
h3 [SinglePointCrossover,SegmentMutation] 3902
h4 [SinglePointCrossover,OppositeMoveOperator] 4019
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4073
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3860
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3866
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4083
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4014
h10 [MultiPointsCrossover,BitFlipMutation] 4081
h11 [MultiPointsCrossover,LoopMoveOperator] 4022
h12 [MultiPointsCrossover,LocalMoveOperator] 4039
h13 [MultiPointsCrossover,SegmentMutation] 4016
h14 [MultiPointsCrossover,OppositeMoveOperator] 4042
