h0 [SinglePointCrossover,BitFlipMutation] 4007
h1 [SinglePointCrossover,LoopMoveOperator] 4028
h2 [SinglePointCrossover,LocalMoveOperator] 4085
h3 [SinglePointCrossover,SegmentMutation] 4062
h4 [SinglePointCrossover,OppositeMoveOperator] 4002
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4057
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4013
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4033
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3840
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3919
h10 [MultiPointsCrossover,BitFlipMutation] 4036
h11 [MultiPointsCrossover,LoopMoveOperator] 3991
h12 [MultiPointsCrossover,LocalMoveOperator] 3966
h13 [MultiPointsCrossover,SegmentMutation] 4025
h14 [MultiPointsCrossover,OppositeMoveOperator] 3936
