h0 [SinglePointCrossover,BitFlipMutation] 2010
h1 [SinglePointCrossover,LoopMoveOperator] 1982
h2 [SinglePointCrossover,LocalMoveOperator] 1930
h3 [SinglePointCrossover,SegmentMutation] 2044
h4 [SinglePointCrossover,OppositeMoveOperator] 2029
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1984
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1936
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1959
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1955
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2001
h10 [MultiPointsCrossover,BitFlipMutation] 2008
h11 [MultiPointsCrossover,LoopMoveOperator] 1994
h12 [MultiPointsCrossover,LocalMoveOperator] 1954
h13 [MultiPointsCrossover,SegmentMutation] 2005
h14 [MultiPointsCrossover,OppositeMoveOperator] 2009
