h0 [SinglePointCrossover,BitFlipMutation] 4019
h1 [SinglePointCrossover,LoopMoveOperator] 3944
h2 [SinglePointCrossover,LocalMoveOperator] 4007
h3 [SinglePointCrossover,SegmentMutation] 4077
h4 [SinglePointCrossover,OppositeMoveOperator] 4041
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3918
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3926
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4079
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4100
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3941
h10 [MultiPointsCrossover,BitFlipMutation] 4076
h11 [MultiPointsCrossover,LoopMoveOperator] 3960
h12 [MultiPointsCrossover,LocalMoveOperator] 3952
h13 [MultiPointsCrossover,SegmentMutation] 4086
h14 [MultiPointsCrossover,OppositeMoveOperator] 3874
