h0 [SinglePointCrossover,BitFlipMutation] 4012
h1 [SinglePointCrossover,LoopMoveOperator] 4093
h2 [SinglePointCrossover,LocalMoveOperator] 3892
h3 [SinglePointCrossover,SegmentMutation] 4105
h4 [SinglePointCrossover,OppositeMoveOperator] 3926
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4044
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4008
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4127
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3980
h10 [MultiPointsCrossover,BitFlipMutation] 3961
h11 [MultiPointsCrossover,LoopMoveOperator] 3984
h12 [MultiPointsCrossover,LocalMoveOperator] 3967
h13 [MultiPointsCrossover,SegmentMutation] 3921
h14 [MultiPointsCrossover,OppositeMoveOperator] 3970
