h0 [SinglePointCrossover,BitFlipMutation] 1960
h1 [SinglePointCrossover,LoopMoveOperator] 1933
h2 [SinglePointCrossover,LocalMoveOperator] 1884
h3 [SinglePointCrossover,SegmentMutation] 1947
h4 [SinglePointCrossover,OppositeMoveOperator] 2015
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1971
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2000
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2049
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1960
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1942
h10 [MultiPointsCrossover,BitFlipMutation] 1976
h11 [MultiPointsCrossover,LoopMoveOperator] 1974
h12 [MultiPointsCrossover,LocalMoveOperator] 2003
h13 [MultiPointsCrossover,SegmentMutation] 1951
h14 [MultiPointsCrossover,OppositeMoveOperator] 1935
