h0 [SinglePointCrossover,BitFlipMutation] 4080
h1 [SinglePointCrossover,LoopMoveOperator] 4030
h2 [SinglePointCrossover,LocalMoveOperator] 3946
h3 [SinglePointCrossover,SegmentMutation] 3940
h4 [SinglePointCrossover,OppositeMoveOperator] 4031
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4002
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4096
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4014
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3948
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3902
h10 [MultiPointsCrossover,BitFlipMutation] 3917
h11 [MultiPointsCrossover,LoopMoveOperator] 4002
h12 [MultiPointsCrossover,LocalMoveOperator] 4067
h13 [MultiPointsCrossover,SegmentMutation] 4061
h14 [MultiPointsCrossover,OppositeMoveOperator] 3964
