h0 [SinglePointCrossover,BitFlipMutation] 4038
h1 [SinglePointCrossover,LoopMoveOperator] 4125
h2 [SinglePointCrossover,LocalMoveOperator] 4068
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 3988
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3962
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4065
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4108
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4002
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4022
h10 [MultiPointsCrossover,BitFlipMutation] 3845
h11 [MultiPointsCrossover,LoopMoveOperator] 3967
h12 [MultiPointsCrossover,LocalMoveOperator] 3873
h13 [MultiPointsCrossover,SegmentMutation] 3952
h14 [MultiPointsCrossover,OppositeMoveOperator] 4019
