h0 [SinglePointCrossover,BitFlipMutation] 1996
h1 [SinglePointCrossover,LoopMoveOperator] 1979
h2 [SinglePointCrossover,LocalMoveOperator] 2006
h3 [SinglePointCrossover,SegmentMutation] 1931
h4 [SinglePointCrossover,OppositeMoveOperator] 1980
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2024
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1954
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1981
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1907
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1933
h10 [MultiPointsCrossover,BitFlipMutation] 1991
h11 [MultiPointsCrossover,LoopMoveOperator] 2033
h12 [MultiPointsCrossover,LocalMoveOperator] 1917
h13 [MultiPointsCrossover,SegmentMutation] 2039
h14 [MultiPointsCrossover,OppositeMoveOperator] 2029
