h0 [SinglePointCrossover,BitFlipMutation] 3997
h1 [SinglePointCrossover,LoopMoveOperator] 4006
h2 [SinglePointCrossover,LocalMoveOperator] 3935
h3 [SinglePointCrossover,SegmentMutation] 4027
h4 [SinglePointCrossover,OppositeMoveOperator] 3939
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3889
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4157
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3972
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4000
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4057
h10 [MultiPointsCrossover,BitFlipMutation] 4080
h11 [MultiPointsCrossover,LoopMoveOperator] 4046
h12 [MultiPointsCrossover,LocalMoveOperator] 4013
h13 [MultiPointsCrossover,SegmentMutation] 3995
h14 [MultiPointsCrossover,OppositeMoveOperator] 3887
