h0 [SinglePointCrossover,BitFlipMutation] 1954
h1 [SinglePointCrossover,LoopMoveOperator] 1968
h2 [SinglePointCrossover,LocalMoveOperator] 1926
h3 [SinglePointCrossover,SegmentMutation] 2014
h4 [SinglePointCrossover,OppositeMoveOperator] 2009
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2110
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1987
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1973
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2001
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2025
h10 [MultiPointsCrossover,BitFlipMutation] 1982
h11 [MultiPointsCrossover,LoopMoveOperator] 1942
h12 [MultiPointsCrossover,LocalMoveOperator] 1942
h13 [MultiPointsCrossover,SegmentMutation] 1960
h14 [MultiPointsCrossover,OppositeMoveOperator] 2007
