h0 [SinglePointCrossover,BitFlipMutation] 4022
h1 [SinglePointCrossover,LoopMoveOperator] 3849
h2 [SinglePointCrossover,LocalMoveOperator] 3990
h3 [SinglePointCrossover,SegmentMutation] 4053
h4 [SinglePointCrossover,OppositeMoveOperator] 3860
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3970
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3957
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3873
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4000
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4156
h10 [MultiPointsCrossover,BitFlipMutation] 4129
h11 [MultiPointsCrossover,LoopMoveOperator] 4104
h12 [MultiPointsCrossover,LocalMoveOperator] 4007
h13 [MultiPointsCrossover,SegmentMutation] 4077
h14 [MultiPointsCrossover,OppositeMoveOperator] 3953
