h0 [SinglePointCrossover,BitFlipMutation] 4127
h1 [SinglePointCrossover,LoopMoveOperator] 4086
h2 [SinglePointCrossover,LocalMoveOperator] 4084
h3 [SinglePointCrossover,SegmentMutation] 4007
h4 [SinglePointCrossover,OppositeMoveOperator] 3962
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3958
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4026
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3948
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3931
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4005
h10 [MultiPointsCrossover,BitFlipMutation] 3914
h11 [MultiPointsCrossover,LoopMoveOperator] 3965
h12 [MultiPointsCrossover,LocalMoveOperator] 3910
h13 [MultiPointsCrossover,SegmentMutation] 4058
h14 [MultiPointsCrossover,OppositeMoveOperator] 4019
