h0 [SinglePointCrossover,BitFlipMutation] 1979
h1 [SinglePointCrossover,LoopMoveOperator] 1949
h2 [SinglePointCrossover,LocalMoveOperator] 1946
h3 [SinglePointCrossover,SegmentMutation] 2002
h4 [SinglePointCrossover,OppositeMoveOperator] 1938
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1976
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1884
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1981
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2050
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2010
h10 [MultiPointsCrossover,BitFlipMutation] 2026
h11 [MultiPointsCrossover,LoopMoveOperator] 1916
h12 [MultiPointsCrossover,LocalMoveOperator] 2002
h13 [MultiPointsCrossover,SegmentMutation] 2019
h14 [MultiPointsCrossover,OppositeMoveOperator] 2022
