h0 [SinglePointCrossover,BitFlipMutation] 3967
h1 [SinglePointCrossover,LoopMoveOperator] 4057
h2 [SinglePointCrossover,LocalMoveOperator] 4053
h3 [SinglePointCrossover,SegmentMutation] 4082
h4 [SinglePointCrossover,OppositeMoveOperator] 4014
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4083
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4032
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4009
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3899
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3999
h10 [MultiPointsCrossover,BitFlipMutation] 3943
h11 [MultiPointsCrossover,LoopMoveOperator] 4041
h12 [MultiPointsCrossover,LocalMoveOperator] 4015
h13 [MultiPointsCrossover,SegmentMutation] 4014
h14 [MultiPointsCrossover,OppositeMoveOperator] 3992
