h0 [SinglePointCrossover,BitFlipMutation] 4033
h1 [SinglePointCrossover,LoopMoveOperator] 3994
h2 [SinglePointCrossover,LocalMoveOperator] 3999
h3 [SinglePointCrossover,SegmentMutation] 4029
h4 [SinglePointCrossover,OppositeMoveOperator] 3847
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3913
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4044
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3958
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4124
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4048
h10 [MultiPointsCrossover,BitFlipMutation] 4007
h11 [MultiPointsCrossover,LoopMoveOperator] 3964
h12 [MultiPointsCrossover,LocalMoveOperator] 4078
h13 [MultiPointsCrossover,SegmentMutation] 4020
h14 [MultiPointsCrossover,OppositeMoveOperator] 3942
