h0 [SinglePointCrossover,BitFlipMutation] 4006
h1 [SinglePointCrossover,LoopMoveOperator] 3974
h2 [SinglePointCrossover,LocalMoveOperator] 4076
h3 [SinglePointCrossover,SegmentMutation] 3950
h4 [SinglePointCrossover,OppositeMoveOperator] 4022
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3984
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3916
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3943
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4049
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3991
h10 [MultiPointsCrossover,BitFlipMutation] 3976
h11 [MultiPointsCrossover,LoopMoveOperator] 3955
h12 [MultiPointsCrossover,LocalMoveOperator] 4046
h13 [MultiPointsCrossover,SegmentMutation] 4094
h14 [MultiPointsCrossover,OppositeMoveOperator] 4018
