h0 [SinglePointCrossover,BitFlipMutation] 3918
h1 [SinglePointCrossover,LoopMoveOperator] 4074
h2 [SinglePointCrossover,LocalMoveOperator] 3970
h3 [SinglePointCrossover,SegmentMutation] 3996
h4 [SinglePointCrossover,OppositeMoveOperator] 3955
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3980
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4002
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3914
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3980
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4127
h10 [MultiPointsCrossover,BitFlipMutation] 3966
h11 [MultiPointsCrossover,LoopMoveOperator] 3837
h12 [MultiPointsCrossover,LocalMoveOperator] 3853
h13 [MultiPointsCrossover,SegmentMutation] 3968
h14 [MultiPointsCrossover,OppositeMoveOperator] 3960
