h0 [SinglePointCrossover,BitFlipMutation] 3971
h1 [SinglePointCrossover,LoopMoveOperator] 3994
h2 [SinglePointCrossover,LocalMoveOperator] 3893
h3 [SinglePointCrossover,SegmentMutation] 3998
h4 [SinglePointCrossover,OppositeMoveOperator] 3969
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3991
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4011
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4081
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4039
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4060
h10 [MultiPointsCrossover,BitFlipMutation] 4064
h11 [MultiPointsCrossover,LoopMoveOperator] 3993
h12 [MultiPointsCrossover,LocalMoveOperator] 4051
h13 [MultiPointsCrossover,SegmentMutation] 3948
h14 [MultiPointsCrossover,OppositeMoveOperator] 3937
