h0 [SinglePointCrossover,BitFlipMutation] 1951
h1 [SinglePointCrossover,LoopMoveOperator] 1886
h2 [SinglePointCrossover,LocalMoveOperator] 1990
h3 [SinglePointCrossover,SegmentMutation] 2042
h4 [SinglePointCrossover,OppositeMoveOperator] 2020
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1950
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1963
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1959
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2057
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2026
h10 [MultiPointsCrossover,BitFlipMutation] 1995
h11 [MultiPointsCrossover,LoopMoveOperator] 1919
h12 [MultiPointsCrossover,LocalMoveOperator] 2051
h13 [MultiPointsCrossover,SegmentMutation] 1873
h14 [MultiPointsCrossover,OppositeMoveOperator] 2018
