h0 [SinglePointCrossover,BitFlipMutation] 2024
h1 [SinglePointCrossover,LoopMoveOperator] 1902
h2 [SinglePointCrossover,LocalMoveOperator] 1998
h3 [SinglePointCrossover,SegmentMutation] 2021
h4 [SinglePointCrossover,OppositeMoveOperator] 1953
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1946
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1967
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1894
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2004
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1935
h10 [MultiPointsCrossover,BitFlipMutation] 1968
h11 [MultiPointsCrossover,LoopMoveOperator] 1998
h12 [MultiPointsCrossover,LocalMoveOperator] 2036
h13 [MultiPointsCrossover,SegmentMutation] 1874
h14 [MultiPointsCrossover,OppositeMoveOperator] 1980
