h0 [SinglePointCrossover,BitFlipMutation] 3942
h1 [SinglePointCrossover,LoopMoveOperator] 4108
h2 [SinglePointCrossover,LocalMoveOperator] 4055
h3 [SinglePointCrossover,SegmentMutation] 3972
h4 [SinglePointCrossover,OppositeMoveOperator] 3908
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3980
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4087
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3974
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3947
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3919
h10 [MultiPointsCrossover,BitFlipMutation] 4018
h11 [MultiPointsCrossover,LoopMoveOperator] 4005
h12 [MultiPointsCrossover,LocalMoveOperator] 4036
h13 [MultiPointsCrossover,SegmentMutation] 4048
h14 [MultiPointsCrossover,OppositeMoveOperator] 4001
