h0 [SinglePointCrossover,BitFlipMutation] 1955
h1 [SinglePointCrossover,LoopMoveOperator] 1961
h2 [SinglePointCrossover,LocalMoveOperator] 2046
h3 [SinglePointCrossover,SegmentMutation] 2047
h4 [SinglePointCrossover,OppositeMoveOperator] 1973
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1862
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1964
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2074
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1950
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1899
h10 [MultiPointsCrossover,BitFlipMutation] 2022
h11 [MultiPointsCrossover,LoopMoveOperator] 2039
h12 [MultiPointsCrossover,LocalMoveOperator] 1968
h13 [MultiPointsCrossover,SegmentMutation] 1995
h14 [MultiPointsCrossover,OppositeMoveOperator] 1995
