h0 [SinglePointCrossover,BitFlipMutation] 4025
h1 [SinglePointCrossover,LoopMoveOperator] 4077
h2 [SinglePointCrossover,LocalMoveOperator] 4008
h3 [SinglePointCrossover,SegmentMutation] 4004
h4 [SinglePointCrossover,OppositeMoveOperator] 4008
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4176
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3918
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3891
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3916
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4154
h10 [MultiPointsCrossover,BitFlipMutation] 4012
h11 [MultiPointsCrossover,LoopMoveOperator] 3992
h12 [MultiPointsCrossover,LocalMoveOperator] 3976
h13 [MultiPointsCrossover,SegmentMutation] 4021
h14 [MultiPointsCrossover,OppositeMoveOperator] 3822
