h0 [SinglePointCrossover,BitFlipMutation] 3919
h1 [SinglePointCrossover,LoopMoveOperator] 3947
h2 [SinglePointCrossover,LocalMoveOperator] 3926
h3 [SinglePointCrossover,SegmentMutation] 3993
h4 [SinglePointCrossover,OppositeMoveOperator] 4197
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4122
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4015
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4000
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3973
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3984
h10 [MultiPointsCrossover,BitFlipMutation] 3928
h11 [MultiPointsCrossover,LoopMoveOperator] 4075
h12 [MultiPointsCrossover,LocalMoveOperator] 3875
h13 [MultiPointsCrossover,SegmentMutation] 4024
h14 [MultiPointsCrossover,OppositeMoveOperator] 4022
