h0 [SinglePointCrossover,BitFlipMutation] 1973
h1 [SinglePointCrossover,LoopMoveOperator] 2022
h2 [SinglePointCrossover,LocalMoveOperator] 1968
h3 [SinglePointCrossover,SegmentMutation] 1997
h4 [SinglePointCrossover,OppositeMoveOperator] 1971
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1986
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1909
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1999
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2026
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1975
h10 [MultiPointsCrossover,BitFlipMutation] 2012
h11 [MultiPointsCrossover,LoopMoveOperator] 2011
h12 [MultiPointsCrossover,LocalMoveOperator] 1984
h13 [MultiPointsCrossover,SegmentMutation] 2004
h14 [MultiPointsCrossover,OppositeMoveOperator] 1963
