h0 [SinglePointCrossover,BitFlipMutation] 2011
h1 [SinglePointCrossover,LoopMoveOperator] 2010
h2 [SinglePointCrossover,LocalMoveOperator] 1907
h3 [SinglePointCrossover,SegmentMutation] 1988
h4 [SinglePointCrossover,OppositeMoveOperator] 1993
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2026
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1941
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2048
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1906
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1953
h10 [MultiPointsCrossover,BitFlipMutation] 1990
h11 [MultiPointsCrossover,LoopMoveOperator] 1971
h12 [MultiPointsCrossover,LocalMoveOperator] 2034
h13 [MultiPointsCrossover,SegmentMutation] 2001
h14 [MultiPointsCrossover,OppositeMoveOperator] 1971
