h0 [SinglePointCrossover,BitFlipMutation] 3985
h1 [SinglePointCrossover,LoopMoveOperator] 3952
h2 [SinglePointCrossover,LocalMoveOperator] 3964
h3 [SinglePointCrossover,SegmentMutation] 3906
h4 [SinglePointCrossover,OppositeMoveOperator] 3867
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4037
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3967
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3917
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3994
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3963
h10 [MultiPointsCrossover,BitFlipMutation] 3865
h11 [MultiPointsCrossover,LoopMoveOperator] 4086
h12 [MultiPointsCrossover,LocalMoveOperator] 3999
h13 [MultiPointsCrossover,SegmentMutation] 3985
h14 [MultiPointsCrossover,OppositeMoveOperator] 4013
