h0 [SinglePointCrossover,BitFlipMutation] 4021
h1 [SinglePointCrossover,LoopMoveOperator] 4094
h2 [SinglePointCrossover,LocalMoveOperator] 3956
h3 [SinglePointCrossover,SegmentMutation] 3960
h4 [SinglePointCrossover,OppositeMoveOperator] 4059
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4058
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4054
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3890
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3912
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3898
h10 [MultiPointsCrossover,BitFlipMutation] 3937
h11 [MultiPointsCrossover,LoopMoveOperator] 4053
h12 [MultiPointsCrossover,LocalMoveOperator] 4100
h13 [MultiPointsCrossover,SegmentMutation] 4001
h14 [MultiPointsCrossover,OppositeMoveOperator] 4007
