h0 [SinglePointCrossover,BitFlipMutation] 4061
h1 [SinglePointCrossover,LoopMoveOperator] 4044
h2 [SinglePointCrossover,LocalMoveOperator] 4062
h3 [SinglePointCrossover,SegmentMutation] 3985
h4 [SinglePointCrossover,OppositeMoveOperator] 3931
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4003
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4000
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3914
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4049
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4007
h10 [MultiPointsCrossover,BitFlipMutation] 3979
h11 [MultiPointsCrossover,LoopMoveOperator] 3982
h12 [MultiPointsCrossover,LocalMoveOperator] 3962
h13 [MultiPointsCrossover,SegmentMutation] 4005
h14 [MultiPointsCrossover,OppositeMoveOperator] 4016
