h0 [SinglePointCrossover,BitFlipMutation] 2017
h1 [SinglePointCrossover,LoopMoveOperator] 1998
h2 [SinglePointCrossover,LocalMoveOperator] 2039
h3 [SinglePointCrossover,SegmentMutation] 1926
h4 [SinglePointCrossover,OppositeMoveOperator] 2012
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2010
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2036
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1941
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1946
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2028
h10 [MultiPointsCrossover,BitFlipMutation] 1958
h11 [MultiPointsCrossover,LoopMoveOperator] 1958
h12 [MultiPointsCrossover,LocalMoveOperator] 1921
h13 [MultiPointsCrossover,SegmentMutation] 1989
h14 [MultiPointsCrossover,OppositeMoveOperator] 2071
