h0 [SinglePointCrossover,BitFlipMutation] 3942
h1 [SinglePointCrossover,LoopMoveOperator] 4044
h2 [SinglePointCrossover,LocalMoveOperator] 4010
h3 [SinglePointCrossover,SegmentMutation] 4000
h4 [SinglePointCrossover,OppositeMoveOperator] 4013
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3998
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4017
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3927
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4035
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3983
h10 [MultiPointsCrossover,BitFlipMutation] 4094
h11 [MultiPointsCrossover,LoopMoveOperator] 3967
h12 [MultiPointsCrossover,LocalMoveOperator] 4024
h13 [MultiPointsCrossover,SegmentMutation] 3946
h14 [MultiPointsCrossover,OppositeMoveOperator] 4000
