h0 [SinglePointCrossover,BitFlipMutation] 2021
h1 [SinglePointCrossover,LoopMoveOperator] 1929
h2 [SinglePointCrossover,LocalMoveOperator] 1972
h3 [SinglePointCrossover,SegmentMutation] 1983
h4 [SinglePointCrossover,OppositeMoveOperator] 2053
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1999
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1989
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1979
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2001
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1961
h10 [MultiPointsCrossover,BitFlipMutation] 2016
h11 [MultiPointsCrossover,LoopMoveOperator] 1896
h12 [MultiPointsCrossover,LocalMoveOperator] 1983
h13 [MultiPointsCrossover,SegmentMutation] 2001
h14 [MultiPointsCrossover,OppositeMoveOperator] 2017
