h0 [SinglePointCrossover,BitFlipMutation] 1948
h1 [SinglePointCrossover,LoopMoveOperator] 1975
h2 [SinglePointCrossover,LocalMoveOperator] 2002
h3 [SinglePointCrossover,SegmentMutation] 1952
h4 [SinglePointCrossover,OppositeMoveOperator] 1938
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2028
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1985
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1975
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1942
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1880
h10 [MultiPointsCrossover,BitFlipMutation] 1979
h11 [MultiPointsCrossover,LoopMoveOperator] 1950
h12 [MultiPointsCrossover,LocalMoveOperator] 1888
h13 [MultiPointsCrossover,SegmentMutation] 2018
h14 [MultiPointsCrossover,OppositeMoveOperator] 2040
