h0 [SinglePointCrossover,BitFlipMutation] 3871
h1 [SinglePointCrossover,LoopMoveOperator] 3885
h2 [SinglePointCrossover,LocalMoveOperator] 4012
h3 [SinglePointCrossover,SegmentMutation] 3972
h4 [SinglePointCrossover,OppositeMoveOperator] 3973
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3983
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3865
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3946
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4004
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4020
h10 [MultiPointsCrossover,BitFlipMutation] 3911
h11 [MultiPointsCrossover,LoopMoveOperator] 3988
h12 [MultiPointsCrossover,LocalMoveOperator] 4010
h13 [MultiPointsCrossover,SegmentMutation] 3984
h14 [MultiPointsCrossover,OppositeMoveOperator] 4076
