h0 [SinglePointCrossover,BitFlipMutation] 2029
h1 [SinglePointCrossover,LoopMoveOperator] 2039
h2 [SinglePointCrossover,LocalMoveOperator] 2014
h3 [SinglePointCrossover,SegmentMutation] 1988
h4 [SinglePointCrossover,OppositeMoveOperator] 1952
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1943
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1998
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1987
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1985
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2016
h10 [MultiPointsCrossover,BitFlipMutation] 1972
h11 [MultiPointsCrossover,LoopMoveOperator] 2009
h12 [MultiPointsCrossover,LocalMoveOperator] 1942
h13 [MultiPointsCrossover,SegmentMutation] 1994
h14 [MultiPointsCrossover,OppositeMoveOperator] 1982
